Title,Star Rating,Main Content,Review Date
good services,Rated 5 out of 5 stars,"carry good products, always ship quickly with proper packaging.",2023-12-14T09:25:47.000Z
delivery is very fast,Rated 4 out of 5 stars,,2023-12-14T05:52:14.000Z
easy and efficient,Rated 5 out of 5 stars,,2023-12-14T05:44:17.000Z
easy checkout.,Rated 5 out of 5 stars,,2023-12-14T05:39:51.000Z
Efficient and clear online ordering.,Rated 5 out of 5 stars,,2023-12-14T04:26:19.000Z
Excessive price for 5 plastic pins as…,Rated 2 out of 5 stars,Excessive price for 5 plastic pins as well as shipping cost for what must be five ounces.,2023-12-14T01:48:17.000Z
fast and accurate answers,Rated 5 out of 5 stars,"fast, knowledgeable and complete answers to specific detailed questions about the product",2023-12-14T01:40:35.000Z
Website is a breeze to order and return…,Rated 5 out of 5 stars,Website is a breeze to order and return from A+,2023-12-14T01:31:20.000Z
Good Service,Rated 5 out of 5 stars,,2023-12-14T01:05:50.000Z
Great store and staff,Rated 5 out of 5 stars,"Easy site to use; great products, trust their products and staff",2023-12-14T00:47:26.000Z
Why did I have to pay shipping,Rated 3 out of 5 stars,Why did I have to pay shipping?  I have ordered over $200 worth of merchandise--I have not paid shipping for item over $100 in the past--why now?,2023-12-14T00:42:58.000Z
Great as usual,Rated 5 out of 5 stars,,2023-12-14T00:41:02.000Z
Easy to find items and great prices,Rated 5 out of 5 stars,,2023-12-14T00:33:14.000Z
Easy to buy.,Rated 5 out of 5 stars,,2023-12-14T00:26:37.000Z
Very well organized,Rated 5 out of 5 stars,Very well organized.  Good Prices.  simple ordering.,2023-12-14T00:02:33.000Z
Shopping is easy and everything comes…,Rated 5 out of 5 stars,Shopping is easy and everything comes well packaged and in perfect condition.,2023-12-13T23:55:40.000Z
My questions were answered to my…,Rated 5 out of 5 stars,My questions were answered to my satisfaction.,2023-12-13T23:38:30.000Z
B&H has it all!,Rated 5 out of 5 stars,B&H was able to fill a relatively obscure need for a brand-new Nikon Zf camera mounting plate for a really right stuff tripod. couldn't find a solution elsewhere.,2023-12-13T23:29:46.000Z
good selection,Rated 4 out of 5 stars,good selection. easy to use website.,2023-12-13T23:27:50.000Z
Simplicity,Rated 5 out of 5 stars,SimplicityTrust,2023-12-13T23:21:32.000Z
Excellent Online Chat,Rated 5 out of 5 stars,"I appreciate the guidance provided via the online chat. As always, a great job!",2023-12-13T23:09:01.000Z
what we needed!,Rated 5 out of 5 stars,,2023-12-13T23:05:16.000Z
Best Place to Shop for Electronics,Rated 5 out of 5 stars,"Good website, have the product I need at a reasonable price and saved the tax with Payboo card.",2023-12-13T22:58:51.000Z
What I want,Rated 5 out of 5 stars,"What I want, at a price as good or better than anywhere, and it will be here in two days.  Couldn't really be better.  Thanks",2023-12-13T22:49:06.000Z
Prompt service always.,Rated 5 out of 5 stars,,2023-12-13T22:32:07.000Z
B&H just gets it,Rated 5 out of 5 stars,B&H just gets it.  The product compare feature is terrific.  Selection is second to no one.  Prices are fair.  A good place to do business.,2023-12-13T22:23:18.000Z
B&H is easy to do business with,Rated 5 out of 5 stars,B&H is easy to do business with. I trust them.,2023-12-13T22:22:55.000Z
ease of check out was great.,Rated 5 out of 5 stars,,2023-12-13T22:11:25.000Z
Having my running list of things from…,Rated 5 out of 5 stars,Having my running list of things from the past made my experience great.,2023-12-13T21:50:48.000Z
overnight shipping,Rated 5 out of 5 stars,,2023-12-13T21:46:11.000Z
Just call it 'website improvements'.,Rated 5 out of 5 stars,"In the last year the website has gotten so much better! Very easy to find stuff, the filters work well, and similar branded items are grouped together, which saves time and frustration,  and easy to change the number of items when you get to the cart. Well done!!",2023-12-13T21:17:49.000Z
I’m very comfortable buying products…,Rated 5 out of 5 stars,I’m very comfortable buying products from BNH. One of the reasons is the fact that I had a problem with one of the products in the past and they replaced it right away.,2023-12-13T20:49:30.000Z
Ordering process went smoothly.,Rated 4 out of 5 stars,,2023-12-13T20:49:12.000Z
New lens for Christmas,Rated 5 out of 5 stars,"Simple straight forward, great product",2023-12-13T20:34:32.000Z
Nice your website,Rated 5 out of 5 stars,"Nice your website, thanks for your site",2023-12-13T20:27:43.000Z
Price was better with the coupon than…,Rated 5 out of 5 stars,Price was better with the coupon than anywhere else. B&H has quick delivery and the order process is great.,2023-12-13T19:35:32.000Z
Great Service,Rated 5 out of 5 stars,Site is easy to use. Needed items in stock.,2023-12-13T19:09:44.000Z
HUGE selection of products all at GREAT…,Rated 5 out of 5 stars,HUGE selection of products all at GREAT prices!,2023-12-13T19:01:34.000Z
Quick shipping and in Stock!,Rated 5 out of 5 stars,"Quick shipping, fingers crossed, and all the items are in stock ! :-)",2023-12-13T18:56:55.000Z
Quick service with quality easy to…,Rated 5 out of 5 stars,Quick service with quality easy to locate items.,2023-12-13T18:11:28.000Z
Great customer service,Rated 5 out of 5 stars,"Sent an email yesterday asking for help picking a camera and received a helpful reply this morning, this is rare to get that kind of customer service these days.",2023-12-13T18:04:19.000Z
Large selection of quality products,Rated 5 out of 5 stars,"Large selection of quality products, usually in stock. Knowledgeable, courteous staff.",2023-12-13T17:32:49.000Z
B&H is the go to source for all my A/V needs,Rated 5 out of 5 stars,"ease of use to purchase, great service and product selection, shipping is very fast.",2023-12-13T17:19:45.000Z
Good Price,Rated 4 out of 5 stars,Easy to find what I am looking for at a good price.,2023-12-13T16:56:12.000Z
WEBSITE EASY TO USE,Rated 5 out of 5 stars,,2023-12-13T16:44:55.000Z
I have been shopping with B&H for many…,Rated 5 out of 5 stars,"I have been shopping with B&H for many many years. For the most part finding things is easy, ordering is easy and they ship quickly and free for the most part. When I have had an issue they replace or take back though there can be a restocking fee so watch out for that...",2023-12-13T15:58:11.000Z
B&H is rock solid...Always trusted,Rated 5 out of 5 stars,"B&H is rock solid...Always trusted, always on time. Whenever I order from them, I know it will be here when they say.",2023-12-13T15:04:05.000Z
Thanks,Rated 5 out of 5 stars,"Everything I need is there, and thanks for the sales",2023-12-13T10:10:09.000Z
Always receive exactly what it offers,Rated 5 out of 5 stars,"Always receive exactly what it offers , never disappointed . Great products for the money .",2023-12-13T09:02:35.000Z
great shopping experience,Rated 5 out of 5 stars,great info; great price; terrific website; a pleasure to use,2023-12-13T08:34:09.000Z
I always find what I want and it's…,Rated 5 out of 5 stars,I always find what I want and it's always easy to get it right away.,2023-12-13T06:52:51.000Z
Convenient and quick,Rated 5 out of 5 stars,Convenient and quick. Deliver is usually fast. Product description is excellent!!,2023-12-13T06:25:54.000Z
Easy to Use Interface,Rated 5 out of 5 stars,"Simple, quick, easy and great pricing",2023-12-13T06:25:44.000Z
Love B&H Great Store….,Rated 5 out of 5 stars,,2023-12-13T05:32:47.000Z
Very easy to navigate the site and…,Rated 4 out of 5 stars,Very easy to navigate the site and place the gift  card order.  Wish there was the option to customize the dollar amount of a gift card.,2023-12-13T05:13:37.000Z
all its great,Rated 5 out of 5 stars,,2023-12-13T04:05:49.000Z
Well-designed web site and product information,Rated 5 out of 5 stars,Easy to find what i was looking for.  Great filters to screen products on left-hand side of each page.  Detailed product descriptions with full product specs.,2023-12-13T04:02:22.000Z
Very easy to place order. Also B&H is a very reliable company.,Rated 5 out of 5 stars,"Very convenient for order.  Clear product information for selection.  Most important is this price is the lowest I can find for this model.  This is the 2nd computer I purchased from B&H in December,2023.",2023-12-13T02:21:48.000Z
I love B&H,Rated 5 out of 5 stars,I love B&H. I get my order in just a few days and it's so easy to place my order!,2023-12-13T01:47:37.000Z
I could not input my correct city name,Rated 3 out of 5 stars,"I could not input my correct city name, hope it arrives",2023-12-13T01:44:27.000Z
I have been doing business with B&H for…,Rated 5 out of 5 stars,I have been doing business with B&H for many years.  Still satisfied.,2023-12-13T01:19:09.000Z
Prompt and convenient as usal,Rated 5 out of 5 stars,,2023-12-13T01:08:09.000Z
The website works really well so…,Rated 5 out of 5 stars,"The website works really well so checkout is a breeze. And, you can't beat free shipping!",2023-12-13T00:42:25.000Z
Bravo!,Rated 5 out of 5 stars,Great service!Great price!and you had a hard to get monitor IN STOCK.Bravo!,2023-12-13T00:35:10.000Z
B&H had the repair part for an older model Godox - their warehouse must be VAST!  ht,Rated 5 out of 5 stars,"My Godox 685s just broke at the mounting and even though this is an older model of speedlight, you had the replacement part in stock.",2023-12-13T00:24:28.000Z
I have been a loyal customer since the…,Rated 5 out of 5 stars,"I have been a loyal customer since the late 1970's and have always been pleased. Never a problem, never an issue and that is why I have trust in B and H Photo. Thank you,HET, MN.",2023-12-13T00:08:22.000Z
This site has everything!,Rated 5 out of 5 stars,"Love the ease of navigating B&H. Always helpful questions and reviews, lots of options.",2023-12-12T23:48:53.000Z
The whole shopping and check out…,Rated 5 out of 5 stars,The whole shopping and check out process is so simple.,2023-12-12T23:47:32.000Z
I was able to find exactly what I…,Rated 5 out of 5 stars,I was able to find exactly what I wanted on the website,2023-12-12T23:37:48.000Z
"B&H is the only place to shop for cameras, equipment, supplies, whatever you need",Rated 5 out of 5 stars,"I use the site all the time to order supplies.  Always easy to use, always in stock, expedited delivery, can't beat it",2023-12-12T23:28:25.000Z
ease of purchase,Rated 5 out of 5 stars,ease of purchase.  Free shipping and I will receive the purchase the next day,2023-12-12T23:23:40.000Z
Easy check out,Rated 5 out of 5 stars,"Shopping was easy, price was right and the ordering was easy, shipping was free.",2023-12-12T23:15:31.000Z
Easy website navigation and ordering,Rated 5 out of 5 stars,Easy website navigation and ordering. Excellent website chat experience as well.,2023-12-12T23:11:33.000Z
Super simple,Rated 5 out of 5 stars,"Super simple, super fast.  Great price and free shipping.",2023-12-12T23:05:44.000Z
Great people and Great place to buy…,Rated 5 out of 5 stars,Great people and Great place to buy equipment!!!,2023-12-12T23:01:23.000Z
It was easy to orde on-line,Rated 5 out of 5 stars,"It was easy to orde on-line, as B&H simplified the process.",2023-12-12T22:28:29.000Z
Site is easy to use,Rated 5 out of 5 stars,"Site is easy to use, and the chat had a quick human response. Very nice user experience today.",2023-12-12T22:23:42.000Z
Always in stock,Rated 5 out of 5 stars,"Always in stock, love it",2023-12-12T22:21:51.000Z
Tom provided the advice that I sought.,Rated 5 out of 5 stars,,2023-12-12T22:01:47.000Z
Excellent service,Rated 5 out of 5 stars,,2023-12-12T21:41:54.000Z
easy navigation of sight,Rated 5 out of 5 stars,,2023-12-12T21:39:29.000Z
fast  shipping,Rated 5 out of 5 stars,"fast  shipping, low price",2023-12-12T21:18:39.000Z
Fast order,Rated 5 out of 5 stars,"Fast order, prior orders delivered 3 days.",2023-12-12T20:58:42.000Z
I would recommend.,Rated 5 out of 5 stars,Simple to use website and fast predictable delivery.,2023-12-12T20:52:05.000Z
Great website and price,Rated 5 out of 5 stars,Great website and price. Check out was easy!,2023-12-12T20:43:10.000Z
tv stand,Rated 4 out of 5 stars,fast checkout and no tax,2023-12-12T20:25:10.000Z
Fast and reliable,Rated 5 out of 5 stars,"Fast and reliable, thank you very much for your excellent service!",2023-12-12T20:15:41.000Z
Easy to find the product I needed,Rated 5 out of 5 stars,"Easy to find the product I needed, free shipping, competitive pricing, and I know it will be quality product.",2023-12-12T19:40:46.000Z
smooth,Rated 5 out of 5 stars,smooth. quick  n easy,2023-12-12T19:23:03.000Z
NIKON Zf order,Rated 5 out of 5 stars,Fast responses to and updated my wishes list.,2023-12-12T19:11:06.000Z
Always exceptional service,Rated 5 out of 5 stars,Always exceptional service; on-time critical delivery too!,2023-12-12T19:07:18.000Z
All the info i needed was on the page,Rated 5 out of 5 stars,"All the info i needed was on the page, including  how the used items are graded.",2023-12-12T18:56:11.000Z
Daily Deals are great,Rated 5 out of 5 stars,"Daily Deals are great, web site is easy to use, and PayBoo saves me the tax!",2023-12-12T18:49:18.000Z
Always great service and fast delivery,Rated 5 out of 5 stars,Always great service and fast delivery. Thank you.,2023-12-12T18:36:15.000Z
Very fast order and check out.,Rated 5 out of 5 stars,,2023-12-12T18:29:14.000Z
B&H is an AWSOME place to shop.,Rated 5 out of 5 stars,,2023-12-12T18:25:31.000Z
Quick and Easy. Good Customer Service.l,Rated 5 out of 5 stars,Easy to find my items. Customer service was simple and quick.,2023-12-12T17:55:33.000Z
no issue,Rated 5 out of 5 stars,"no issue, order completed easily",2023-12-12T17:48:29.000Z
Reliable provider,Rated 5 out of 5 stars,"Great price, 2-day shipping from a known reliable source of photography products. What's not to like!",2023-12-12T17:48:19.000Z
Great web site,Rated 5 out of 5 stars,Great web site. All the selection I needed...,2023-12-12T17:39:22.000Z
